Time (s),X (m),Y (m),heading
1750496127.084885,0.7630068706834833,0.3115215219705023,1.0089239687912683
1750496127.151654,0.7636406618427845,0.3125282413170594,1.0252492101973154
1750496127.2182598,0.7631727949682894,0.31175744952114565,1.041884953488481
1750496127.2849796,0.7623852525009416,0.31040996910284674,1.0565631245205809
1750496127.3516216,0.7615997761625747,0.30901957233777366,1.0692522700984495
1750496127.418285,0.7610108709178202,0.3079455334628051,1.0820606382390625
1750496127.4849317,0.760580775411633,0.3071367263367457,1.1013800051692035
1750496127.5515788,0.7602922626784908,0.30656792777960123,1.1283693420627987
1750496127.618281,0.7599993529211337,0.30594964705849675,1.1624335505238597
1750496127.6849527,0.7597665877864765,0.30541169323262213,1.202962872370916
1750496127.7516468,0.759634730575648,0.30506953826072053,1.2473432566626428
1750496127.8183072,0.7598006719917945,0.3055645516841438,1.2913987749657807
1750496127.8849533,0.760345958309904,0.3074651518349826,1.3328316864938394
1750496127.951634,0.7612439861591432,0.3111674354331345,1.3730639275912815
1750496128.0183165,0.7624790476986808,0.31733194486621547,1.4117539325549895
1750496128.0849617,0.763797583861735,0.32555239543723363,1.4479119476806672
1750496128.1516511,0.7650470905765244,0.3356693115300227,1.4779689613153524
1750496128.2183166,0.7661181771819232,0.3471746294067766,1.4997563605458821
1750496128.2849827,0.767035870506645,0.3600708776209518,1.5158505874178028
1750496128.3516278,0.767819656346761,0.3743212440992685,1.5244333983934057
1750496128.418334,0.7685459789126615,0.38997603772640144,1.528513845740348
1750496128.484977,0.7692701816879366,0.40709355607494874,1.5328928602971663
1750496128.5516477,0.7699741648316882,0.42565771511726747,1.5387198078319853
1750496128.618373,0.7706150208202466,0.44562983806874673,1.5445394564479342
1750496128.6850164,0.771170598857238,0.4667843148836251,1.5488096442602437
1750496128.7516708,0.7716824640104956,0.49006125395026073,1.5505639560274505
1750496128.8182607,0.7721987625479367,0.5155762117729811,1.553525223176279
1750496128.8849952,0.7726846216813843,0.5437047456568452,1.558140451630128
1750496128.9516642,0.7730706946838144,0.5742085539352144,1.563017311021067
1750496129.01837,0.773321036942081,0.606389644173839,1.5699794437560657
1750496129.0850356,0.7733476194316492,0.6389310024734253,1.5786557088423336
1750496129.1517463,0.773100585785051,0.6703620435747312,1.5885003357924958
1750496129.2183697,0.7725891493140042,0.6992471981457714,1.6001883051043158
