Time (s),X (m),Y (m),heading
1750496150.835533,-2.2688819043285555,2.906823721067553,-2.8746811958529546
1750496150.9524903,-2.3230175666868917,2.8923450230423224,-2.8772457387321464
1750496151.0858183,-2.3831778516157134,2.8771036017908256,-2.8906059686754584
1750496151.235645,-2.441376840702182,2.8649357483940108,-2.9284529021066454
1750496151.352491,-2.470632654651849,2.858253930320825,-2.935470639741622
1750496151.4858549,-2.4917149576459945,2.8535915157986085,-2.939321914130076
1750496151.6192067,-2.499788004131866,2.851811265750814,-2.941115414116672
1750496151.7355795,-2.503145344735803,2.8509882261200414,-2.9399155678134177
1750496151.8355675,-2.499703864802917,2.851685514755019,-2.9402381068944448
1750496151.9525254,-2.4992381587141264,2.851783216739738,-2.941523658404094
1750496152.0858696,-2.50199174139201,2.85122459749296,-2.9440527883106613
1750496152.235602,-2.5118544032350885,2.849250556513855,-2.949127462485245
1750496152.3525195,-2.5280537777286978,2.8460873252873955,-2.954949765026556
1750496152.4858694,-2.5530290269584794,2.8413424366300988,-2.9591116886943025
1750496152.6191888,-2.58875585383692,2.8347356488897284,-2.96324663627547
1750496152.7355607,-2.625459506445491,2.8281435175596266,-2.967437853108697
1750496152.8355699,-2.6705032195223053,2.8201646027604923,-2.97029136418552
1750496152.9525414,-2.72438806377566,2.8108655138793437,-2.973766656707292
1750496153.0859153,-2.788544884378968,2.800056710793315,-2.9776746236521565
1750496153.235579,-2.859226286764336,2.789580529303629,-2.995817321437662
1750496153.3525705,-2.9023963022895174,2.783515321768437,-3.0071341135631995
1750496153.4859347,-2.9381573904851663,2.779846829932457,-3.0310388790562786
1750496153.6192389,-2.9586871047722973,2.7768164166330873,-3.0312292529846534
1750496153.735633,-2.9715540571428716,2.774964473920263,-3.0287918316983067
1750496153.8356183,-2.9689181562480096,2.775247254950376,-3.0297497867319243
1750496153.952578,-2.9674013927917797,2.7753952640454767,-3.0304361119173704
1750496154.085942,-2.9662016733740812,2.7755184691806805,-3.030784601245008
1750496154.2356217,-2.966299639229308,2.7755088614056427,-3.0310692860400095
1750496154.3525999,-2.970462906998155,2.7750523082551006,-3.0335952990754564
1750496154.4859807,-2.980682296708372,2.7739481626257336,-3.038068114141096
1750496154.6192513,-2.9980492123707236,2.7721688711976156,-3.0458888299062137
1750496154.7356427,-3.0163386741168408,2.770383184056712,-3.0494225805022994
1750496154.8356297,-3.044746773114615,2.7676849039697955,-3.0530154399124663
1750496154.9526517,-3.085017459529327,2.76410511310566,-3.0578996089809674
1750496155.0859776,-3.1389154118732066,2.759582797529074,-3.0624926060169426
1750496155.2356205,-3.206940994767418,2.754191113875936,-3.066474988446341
1750496155.3526745,-3.264251730482442,2.7498864540440193,-3.0694666686309575
1750496155.4859915,-3.329805642498668,2.7450001220259406,-3.0702881674277327
1750496155.6193168,-3.393222282099045,2.7407202944254827,-3.07470739172862
